epoch,step,test_loss,train_loss,val_loss
2,4149,,0.21478651463985443,
2,4199,,0.04298395663499832,
2,4249,,0.015179283916950226,
2,4299,,0.002910634269937873,
2,4349,,0.02698780968785286,
2,4399,,0.06942275911569595,
2,4449,,0.23191462457180023,
2,4499,,0.04408338665962219,
2,4549,,0.1599675565958023,
2,4599,,0.20094746351242065,
2,4649,,0.3055264949798584,
2,4699,,0.09271890670061111,
2,4749,,0.1269640177488327,
2,4799,,0.031441621482372284,
2,4849,,0.05817407742142677,
2,4899,,0.07000566273927689,
2,4949,,0.013341408222913742,
2,4999,,0.00785133522003889,
2,5049,,0.15078186988830566,
2,5099,,0.06295187771320343,
2,5149,,0.004659668076783419,
2,5156,,,0.037377823144197464
3,5199,,0.13521160185337067,
3,5249,,0.005098547320812941,
3,5299,,0.1750086545944214,
3,5349,,0.16452816128730774,
3,5399,,0.04887412115931511,
3,5449,,0.03797672688961029,
3,5499,,0.006461024284362793,
3,5549,,0.008360495790839195,
3,5599,,0.007222260348498821,
3,5649,,0.059493206441402435,
3,5699,,0.027182163670659065,
3,5749,,0.03456768020987511,
3,5799,,0.35136640071868896,
3,5849,,0.005590918008238077,
3,5899,,0.005822589620947838,
3,5949,,0.1582232117652893,
3,5999,,0.043605368584394455,
3,6049,,0.01523770485073328,
3,6099,,0.04276857525110245,
3,6149,,0.028896210715174675,
3,6199,,0.1217590719461441,
3,6249,,0.004316624253988266,
3,6299,,0.12782345712184906,
3,6349,,0.004260759335011244,
3,6399,,0.0026327832601964474,
3,6449,,0.09503242373466492,
3,6499,,0.021400343626737595,
3,6549,,0.02231023833155632,
3,6599,,0.0029991648625582457,
3,6649,,0.00537846889346838,
3,6699,,0.021643856540322304,
3,6749,,0.004668355919420719,
3,6799,,0.011562159284949303,
3,6849,,0.006273466162383556,
3,6875,,,0.029807433485984802
4,6899,,0.02039206214249134,
4,6949,,0.0034747207537293434,
4,6999,,0.006129457615315914,
4,7049,,0.19764667749404907,
4,7099,,0.046766649931669235,
4,7149,,0.050316452980041504,
4,7199,,0.07047329097986221,
4,7249,,0.015189851634204388,
4,7299,,0.031185965985059738,
4,7349,,0.05377047508955002,
4,7399,,0.27992990612983704,
4,7449,,0.003079039743170142,
4,7499,,0.009081512689590454,
4,7549,,0.04385659843683243,
4,7599,,0.05137024447321892,
4,7649,,0.2620442807674408,
4,7699,,0.060997989028692245,
4,7749,,0.29887181520462036,
4,7799,,0.06615690141916275,
4,7849,,0.25265616178512573,
4,7899,,0.10864736139774323,
4,7949,,0.07029608637094498,
4,7999,,0.009956476278603077,
4,8049,,0.18745093047618866,
4,8099,,0.04272063821554184,
4,8149,,0.08434814214706421,
4,8199,,0.24156847596168518,
4,8249,,0.10067545622587204,
4,8299,,0.007250200025737286,
4,8349,,0.008075827732682228,
4,8399,,0.03758613020181656,
4,8449,,0.003838513046503067,
4,8499,,0.04927917197346687,
4,8549,,0.040929440408945084,
4,8594,,,0.03373619541525841
5,8599,,0.008865483105182648,
5,8649,,0.007934169843792915,
5,8699,,0.0021552585531026125,
5,8749,,0.0016017905436456203,
5,8799,,0.005246010143309832,
5,8849,,0.04568304866552353,
5,8899,,0.00981876626610756,
5,8949,,0.056827612221241,
5,8999,,0.01396489143371582,
5,9049,,0.005441038403660059,
5,9099,,0.004279315937310457,
5,9149,,0.04449493810534477,
5,9199,,0.367243230342865,
5,9249,,0.030482834205031395,
5,9299,,0.018186429515480995,
5,9349,,0.11506946384906769,
5,9399,,0.017859822139143944,
5,9449,,0.12418032437562943,
5,9499,,0.03796645626425743,
5,9549,,0.006095155607908964,
5,9599,,0.03568216413259506,
5,9649,,0.03836861997842789,
5,9699,,0.147239089012146,
5,9749,,0.0019484638469293714,
5,9799,,0.06163356453180313,
5,9849,,0.16156239807605743,
5,9899,,0.08458536863327026,
5,9949,,0.15847571194171906,
5,9999,,0.047966472804546356,
5,10049,,0.015673061832785606,
5,10099,,0.013094376772642136,
5,10149,,0.005296595394611359,
5,10199,,0.002895195037126541,
5,10249,,0.0109030706807971,
5,10299,,0.05436669662594795,
5,10313,,,0.02950618974864483
6,10349,,0.2509816586971283,
6,10399,,0.2793837785720825,
6,10449,,0.004015376325696707,
6,10499,,0.007719748187810183,
6,10549,,0.10198581218719482,
6,10599,,0.006911666598170996,
6,10649,,0.003994409926235676,
6,10699,,0.007799646817147732,
6,10749,,0.0438837856054306,
6,10799,,0.006513235624879599,
6,10849,,0.02442481368780136,
6,10899,,0.00668798154219985,
6,10949,,0.011230651289224625,
6,10999,,0.0009914770489558578,
6,11049,,0.06904168426990509,
6,11099,,0.040912602096796036,
6,11149,,0.03700364753603935,
6,11199,,0.015545536763966084,
6,11249,,0.004283402115106583,
6,11299,,0.0046884436160326,
6,11349,,0.020654359832406044,
6,11399,,0.23065541684627533,
6,11449,,0.05090678483247757,
6,11499,,0.0766640305519104,
6,11549,,0.06940651684999466,
6,11599,,0.004481572192162275,
6,11649,,0.08147604018449783,
6,11699,,0.006475381553173065,
6,11749,,0.009239201433956623,
6,11799,,0.013692440465092659,
6,11849,,0.00852674525231123,
6,11899,,0.0033752708695828915,
6,11949,,0.08829092234373093,
6,11999,,0.023542607203125954,
6,12032,,,0.03558053448796272
7,12049,,0.002949285553768277,
7,12099,,0.028465820476412773,
7,12149,,0.04140578210353851,
7,12199,,0.007796964142471552,
7,12249,,0.009773114696145058,
7,12299,,0.03553377091884613,
7,12349,,0.0031810086220502853,
7,12399,,0.04806140437722206,
7,12449,,0.008971837349236012,
7,12499,,0.1684011071920395,
7,12549,,0.0038228072226047516,
7,12599,,0.007807442918419838,
7,12649,,0.02841511368751526,
7,12699,,0.010461952537298203,
7,12749,,0.014615263789892197,
7,12799,,0.02087043784558773,
7,12849,,0.002500814851373434,
7,12899,,0.22373922169208527,
7,12949,,0.07881850749254227,
7,12999,,0.035079438239336014,
7,13049,,0.09008549153804779,
7,13099,,0.004148964770138264,
7,13149,,0.014674114063382149,
7,13199,,0.01879069209098816,
7,13249,,0.030331358313560486,
7,13299,,0.007332644425332546,
7,13349,,0.009158609434962273,
7,13399,,0.0727456733584404,
7,13449,,0.013010875321924686,
7,13499,,0.0031967645045369864,
7,13549,,0.006930620409548283,
7,13599,,0.11761000007390976,
7,13649,,0.001446810900233686,
7,13699,,0.01600109599530697,
7,13749,,0.016085650771856308,
7,13751,,,0.026795605197548866
8,13799,,0.18305476009845734,
8,13849,,0.02649788185954094,
8,13899,,0.11937840282917023,
8,13949,,0.026149658486247063,
8,13999,,0.0895453542470932,
8,14049,,0.002785308053717017,
8,14099,,0.0015994640998542309,
8,14149,,0.020866073668003082,
8,14199,,0.03091840259730816,
8,14249,,0.005105589050799608,
8,14299,,0.0023136537056416273,
8,14349,,0.0013396439608186483,
8,14399,,0.07474005222320557,
8,14449,,0.017142580822110176,
8,14499,,0.0022455379366874695,
8,14549,,0.032239094376564026,
8,14599,,0.09930770099163055,
8,14649,,0.00391330337151885,
8,14699,,0.043605782091617584,
8,14749,,0.00717531330883503,
8,14799,,0.02592250518500805,
8,14849,,0.01817915588617325,
8,14899,,0.03205167129635811,
8,14949,,0.009729519486427307,
8,14999,,0.011457563377916813,
8,15049,,0.061693038791418076,
8,15099,,0.032075945287942886,
8,15149,,0.00522637227550149,
8,15199,,0.0349922738969326,
8,15249,,0.013150106184184551,
8,15299,,0.012839666567742825,
8,15349,,0.035720065236091614,
8,15399,,0.14669117331504822,
8,15449,,0.05574681982398033,
8,15470,,,0.03219985216856003
9,15499,,0.016391806304454803,
9,15549,,0.0710107609629631,
9,15599,,0.004898883402347565,
9,15649,,0.006294391583651304,
9,15699,,0.011092294938862324,
9,15749,,0.13774824142456055,
9,15799,,0.05329205095767975,
9,15849,,0.00875792559236288,
9,15899,,0.008581714704632759,
9,15949,,0.007657644804567099,
9,15999,,0.006625242996960878,
9,16049,,0.008995323441922665,
9,16099,,0.02291787788271904,
9,16149,,0.16905194520950317,
9,16199,,0.03821120038628578,
9,16249,,0.00025340166757814586,
9,16299,,0.07540235668420792,
9,16349,,0.0032142961863428354,
9,16399,,0.15891699492931366,
9,16449,,0.10761962085962296,
9,16499,,0.0015751906903460622,
9,16549,,0.03921065479516983,
9,16599,,0.08894798904657364,
9,16649,,0.018030358478426933,
9,16699,,0.04037987068295479,
9,16749,,0.01921667531132698,
9,16799,,0.051534365862607956,
9,16849,,0.02652183547616005,
9,16899,,0.04467703774571419,
9,16949,,0.15595416724681854,
9,16999,,0.06622547656297684,
9,17049,,0.04119279608130455,
9,17099,,0.18602408468723297,
9,17149,,0.009629741311073303,
9,17189,,,0.026068860664963722
10,17190,0.018605975434184074,,
