epoch,step,test_loss,train_loss,val_loss
0,49,,0.950356662273407,
0,99,,0.48044317960739136,
0,149,,0.6711308360099792,
0,199,,0.1837611347436905,
0,249,,0.4135321378707886,
0,299,,0.3240033984184265,
0,349,,0.41720885038375854,
0,399,,0.05351978540420532,
0,449,,0.16172905266284943,
0,499,,0.13891051709651947,
0,549,,0.06729105114936829,
0,599,,0.13893753290176392,
0,649,,0.2180316299200058,
0,699,,0.06658833473920822,
0,749,,0.21310193836688995,
0,799,,0.045102473348379135,
0,849,,0.17941012978553772,
0,899,,0.24450768530368805,
0,949,,0.03786499425768852,
0,999,,0.15305376052856445,
0,1049,,0.35683444142341614,
0,1099,,0.25717586278915405,
0,1149,,0.06380536407232285,
0,1199,,0.25790148973464966,
0,1249,,0.24707046151161194,
0,1299,,0.14483559131622314,
0,1349,,0.013929581269621849,
0,1399,,0.02093059942126274,
0,1449,,0.006878000218421221,
0,1499,,0.05598783120512962,
0,1549,,0.07561276853084564,
0,1599,,0.015135582536458969,
0,1649,,0.007907338440418243,
0,1699,,0.07123439759016037,
0,1718,,,0.05641720071434975
1,1749,,0.07135431468486786,
1,1799,,0.00668078288435936,
1,1849,,0.179888516664505,
1,1899,,0.027361614629626274,
1,1949,,0.010811538435518742,
1,1999,,0.20973485708236694,
1,2049,,0.019560275599360466,
1,2099,,0.6087179780006409,
1,2149,,0.04643145948648453,
1,2199,,0.011219700798392296,
1,2249,,0.20617081224918365,
1,2299,,0.0610487125813961,
1,2349,,0.018427198752760887,
1,2399,,0.02015852928161621,
1,2449,,0.16332493722438812,
1,2499,,0.0993017852306366,
1,2549,,0.44082003831863403,
1,2599,,0.06589100509881973,
1,2649,,0.023778075352311134,
1,2699,,0.012191949412226677,
1,2749,,0.016485096886754036,
1,2799,,0.11130716651678085,
1,2849,,0.18643420934677124,
1,2899,,0.011388696730136871,
1,2949,,0.11165449023246765,
1,2999,,0.17305997014045715,
1,3049,,0.00954662449657917,
1,3099,,0.020603664219379425,
1,3149,,0.05331774055957794,
1,3199,,0.019496925175189972,
1,3249,,0.010048188269138336,
1,3299,,0.01649276167154312,
1,3349,,0.14123855531215668,
1,3399,,0.01856132596731186,
1,3437,,,0.047206394374370575
2,3449,,0.06818915158510208,
2,3499,,0.09810204058885574,
2,3549,,0.16600732505321503,
2,3599,,0.08253419399261475,
2,3649,,0.029544102028012276,
2,3699,,0.019040890038013458,
2,3749,,0.09039120376110077,
2,3799,,0.006611894816160202,
2,3849,,0.13854703307151794,
2,3899,,0.06944942474365234,
2,3949,,0.017701338976621628,
2,3999,,0.025994984433054924,
2,4049,,0.13915789127349854,
2,4099,,0.05138452351093292,
